sentence_grammatical,sentence_ungrammatical,phenomenon,paradigm,pair_ID,LS_diff,source,Good ID,Bad ID,LS_grammatical,LS_ungrammatical,LS_diff
Jennie noticed that her boyfriend hoped to kiss in front of his parents.,Jennie noticed that her boyfriend dared to kiss in front of his parents.,LI-Adger,LI-Adger,1108,0.3338952169160839,Sprouse,41.3.Landau.24c.g.05,41.3.Landau.25c.*.05,-0.0524946995384615,-0.3863899164545454,0.3338952169160839
We were sure that the teaching assistant. liked to meet before lecture.,We were sure that the teaching assistant. would fail to meet before lecture.,LI-Adger,LI-Adger,1109,-0.4696320841538459,Sprouse,41.3.Landau.24c.g.06,41.3.Landau.25c.*.06,-0.6822690063846153,-0.2126369222307693,-0.4696320841538459
I told Shelby that I am glad to assemble the bookshelves together.,I told Shelby that I must assemble the bookshelves together.,LI-Adger,LI-Adger,1110,0.0134430559230768,Sprouse,41.3.Landau.24c.g.07,41.3.Landau.25c.*.07,0.1731210756153846,0.1596780196923077,0.0134430559230768
We are certain that Jason is afraid to meet tomorrow.,We are certain that Jason needs to meet tomorrow.,LI-Adger,LI-Adger,1111,0.1056607139230769,Sprouse,41.3.Landau.24c.g.08,41.3.Landau.25c.*.08,0.531964536,0.4263038220769231,0.1056607139230769
He and his wife kissed in front of the kids.,His wife kissed in front of the kids.,LI-Adger,LI-Adger,1112,1.608972054301282,Sprouse,41.3.Landau.27b.g.01,41.3.Landau.27b.*.01,1.1410842803846153,-0.4678877739166667,1.608972054301282
She and her husband hugged in front of the guests.,Her husband hugged in front of the guests.,LI-Adger,LI-Adger,1113,1.274152809846154,Sprouse,41.3.Landau.27b.g.02,41.3.Landau.27b.*.02,0.991743729076923,-0.2824090807692308,1.274152809846154
Her grandmother and grandfather embraced at the dinner.,Her grandfather embraced at the dinner.,LI-Adger,LI-Adger,1114,1.4940764635384616,Sprouse,41.3.Landau.27b.g.03,41.3.Landau.27b.*.03,0.566064219,-0.9280122445384614,1.4940764635384616
The manager and cashier met before the store opened.,The manager met before the store opened.,LI-Adger,LI-Adger,1115,1.3123705447692309,Sprouse,41.3.Landau.27b.g.04,41.3.Landau.27b.*.04,1.1188650196923078,-0.193505525076923,1.3123705447692309
The teacher and principal spoke together after class.,The teacher spoke together after class.,LI-Adger,LI-Adger,1116,1.872653093923077,Sprouse,41.3.Landau.27b.g.05,41.3.Landau.27b.*.05,1.046895451076923,-0.8257576428461539,1.872653093923077
The gardener and handyman painted the fence together.,The gardener painted the fence together.,LI-Adger,LI-Adger,1117,1.6388198986217948,Sprouse,41.3.Landau.27b.g.06,41.3.Landau.27b.*.06,0.7928288910833333,-0.8459910075384615,1.6388198986217948
His sister and brother reunited at the family picnic.,His sister reunited at the family picnic.,LI-Adger,LI-Adger,1118,1.293000788525641,Sprouse,41.3.Landau.27b.g.07,41.3.Landau.27b.*.07,1.0373627196923076,-0.2556380688333333,1.293000788525641
Her aunt and cousin ate together at the caf茅.,Her cousin ate together at the caf茅.,LI-Adger,LI-Adger,1119,1.7332354526602565,Sprouse,41.3.Landau.27b.g.08,41.3.Landau.27b.*.08,0.8054331705833334,-0.927802282076923,1.7332354526602565
There had hung over the fireplace all of the portraits by Picasso.,There had all hung over the fireplace the portraits by Picasso.,LI-Adger,LI-Adger,1120,0.3281658455705128,Sprouse,41.3.Rezac.3b1.g.01,41.3.Rezac.3b2.*.01,-0.4795793618461538,-0.8077452074166667,0.3281658455705128
There had prevailed in the trial all of the defendants we were rooting for.,There had all prevailed in the trial the defendants we were rooting for.,LI-Adger,LI-Adger,1121,0.0464078620128207,Sprouse,41.3.Rezac.3b1.g.02,41.3.Rezac.3b2.*.02,-0.9072157758333332,-0.953623637846154,0.0464078620128207
There had loomed over us all of the projects we had been putting off.,There had all loomed over us the projects we had been putting off.,LI-Adger,LI-Adger,1122,0.8764988855384617,Sprouse,41.3.Rezac.3b1.g.03,41.3.Rezac.3b2.*.03,0.3581761695384616,-0.518322716,0.8764988855384617
There had lived across the street all of the kids who were vandalizing our yard.,There had all lived across the street the kids who were vandalizing our yard.,LI-Adger,LI-Adger,1123,-0.0823913112564104,Sprouse,41.3.Rezac.3b1.g.04,41.3.Rezac.3b2.*.04,-0.6530346593333335,-0.5706433480769231,-0.0823913112564104
There had emerged from the darkness all of the raccoons Jamie had seen earlier.,There had all emerged from the darkness the raccoons Jamie had seen earlier.,LI-Adger,LI-Adger,1124,0.6715367191538462,Sprouse,41.3.Rezac.3b1.g.05,41.3.Rezac.3b2.*.05,0.3319671771538461,-0.339569542,0.6715367191538462
There had stood in the corner all of the grandfather clocks Maria had collected over the years.,There had all stood in the corner the grandfather clocks Maria had collected over the years.,LI-Adger,LI-Adger,1125,0.4721695442499998,Sprouse,41.3.Rezac.3b1.g.06,41.3.Rezac.3b2.*.06,-0.19618229875,-0.6683518429999998,0.4721695442499998
There have accumulated in the basement all of the trophies Trevor has won playing sports.,There have all accumulated in the basement the trophies Trevor has won playing sports.,LI-Adger,LI-Adger,1126,0.8339733675320513,Sprouse,41.3.Rezac.3b1.g.07,41.3.Rezac.3b2.*.07,-0.0022520300833333,-0.8362253976153846,0.8339733675320513
There have arisen in these negotiations all of the issues the lawyers warned us about.,There have all arisen in these negotiations the issues the lawyers warned us about.,LI-Adger,LI-Adger,1127,0.3416253675384616,Sprouse,41.3.Rezac.3b1.g.08,41.3.Rezac.3b2.*.08,0.0302732405384615,-0.3113521270000001,0.3416253675384616
She plays the guitar and Betsy the harmonica.,She plays the guitar because Betsy the harmonica.,LI-Adger,LI-Adger,1128,1.4561728653076922,Sprouse,41.3.Vicente.4a1.g.01,41.3.Vicente.4a3.*.01,0.4393465383076923,-1.016826327,1.4561728653076922
Mike prefers tennis and Jon baseball.,Mike prefers tennis because Jon baseball.,LI-Adger,LI-Adger,1129,1.4985475265833332,Sprouse,41.3.Vicente.4a1.g.02,41.3.Vicente.4a3.*.02,0.2754157619166666,-1.2231317646666666,1.4985475265833332
Caroline likes cupcakes and Lisa cookies.,Caroline likes cupcakes because Lisa cookies.,LI-Adger,LI-Adger,1130,1.735717104020979,Sprouse,41.3.Vicente.4a1.g.03,41.3.Vicente.4a3.*.03,0.4491529476363636,-1.2865641563846153,1.735717104020979
Dennis loves math and Steve science.,Dennis loves math because Steve science.,LI-Adger,LI-Adger,1131,1.1087496543076922,Sprouse,41.3.Vicente.4a1.g.04,41.3.Vicente.4a3.*.04,0.0507355855384615,-1.0580140687692308,1.1087496543076922
Carl collects stamps and Ryan coins.,Carl collects stamps because Ryan coins.,LI-Adger,LI-Adger,1132,1.087188409,Sprouse,41.3.Vicente.4a1.g.05,41.3.Vicente.4a3.*.05,0.260688393,-0.8265000160000001,1.087188409
Oliver wants to be a lawyer and Oscar a doctor.,Oliver wants to be a lawyer because Oscar a doctor.,LI-Adger,LI-Adger,1133,1.450493161903846,Sprouse,41.3.Vicente.4a1.g.06,41.3.Vicente.4a3.*.06,0.5762328527499999,-0.874260309153846,1.450493161903846
Tracey bought a van and Tom a truck.,Tracey bought a van because Tom a truck.,LI-Adger,LI-Adger,1134,1.1706113206538462,Sprouse,41.3.Vicente.4a1.g.07,41.3.Vicente.4a3.*.07,0.5213027651538462,-0.6493085554999999,1.1706113206538462
Stacey wants a dog and Jeff a cat.,Stacey wants a dog because Jeff a cat.,LI-Adger,LI-Adger,1135,1.821047429884615,Sprouse,41.3.Vicente.4a1.g.08,41.3.Vicente.4a3.*.08,0.6101352545,-1.2109121753846153,1.821047429884615
Sandy plays the guitar better than Betsy does.,Sandy plays the guitar better than Betsy the harmonica.,LI-Adger,LI-Adger,1136,0.9793984139423078,Sprouse,41.3.Vicente.4b6.g.01,41.3.Vicente.4a6.*.01,0.6128804106923078,-0.3665180032499999,0.9793984139423078
Arthur cooks lasagna better than Adam does.,Arthur cooked the lasagna better than Adam the pasta.,LI-Adger,LI-Adger,1137,1.277374169826923,Sprouse,41.3.Vicente.4b6.g.02,41.3.Vicente.4a6.*.02,1.08688218775,-0.190491982076923,1.277374169826923
Emma draws dogs better than Sophia does.,Emma draws dogs better than Sophia dinosaurs.,LI-Adger,LI-Adger,1138,1.4463266208717946,Sprouse,41.3.Vicente.4b6.g.03,41.3.Vicente.4a6.*.03,0.9595993585384616,-0.4867272623333332,1.4463266208717946
Joel devoured the pie more voraciously than Mark did.,Joel devoured the pie more voraciously than Mark the cake.,LI-Adger,LI-Adger,1139,1.2353328253653846,Sprouse,41.3.Vicente.4b6.g.04,41.3.Vicente.4a6.*.04,0.98638884675,-0.2489439786153846,1.2353328253653846
Ariel cleaned the kitchen more thoroughly than Omar did.,Ariel cleaned the kitchen more thoroughly than Omar the living room. ,LI-Adger,LI-Adger,1140,1.5716793246282053,Sprouse,41.3.Vicente.4b6.g.05,41.3.Vicente.4a6.*.05,1.1608468714615383,-0.4108324531666666,1.5716793246282053
Alex read the magazine more meticulously than Ronald did.,Alex read the magazine more meticulously than Ronald the textbook.,LI-Adger,LI-Adger,1141,0.6658373106666666,Sprouse,41.3.Vicente.4b6.g.06,41.3.Vicente.4a6.*.06,0.7376409229166666,0.07180361225,0.6658373106666666
Amanda hurled the water balloon more forcefully than Irene did.,Amanda hurled the water balloon more forcefully than Irene the baseball.,LI-Adger,LI-Adger,1142,1.6192758698461538,Sprouse,41.3.Vicente.4b6.g.07,41.3.Vicente.4a6.*.07,1.123376904,-0.4958989658461539,1.6192758698461538
Kelsey speaks Japanese more fluently than Jason does.,Kelsey speaks Japanese more fluently than Jason English.,LI-Adger,LI-Adger,1143,1.2008642872307695,Sprouse,41.3.Vicente.4b6.g.08,41.3.Vicente.4a6.*.08,1.1296917253076926,-0.0711725619230769,1.2008642872307695
"Amanda went to Santa Cruz, and Bill thinks that Claire did too.","Amanda went to Santa Cruz, and Bill thinks that Claire to Monterrey.",LI-Adger,LI-Adger,1144,1.2514502794358977,Sprouse,41.3.Vicente.5b.g.01,41.3.Vicente.5a.*.01,0.7993375976666668,-0.4521126817692308,1.2514502794358977
"Rich plays the guitar, and Sandy thinks that Bobby does too.","Rich plays the guitar, and Sandy thinks that Bobby the piano.",LI-Adger,LI-Adger,1145,1.3136702263076925,Sprouse,41.3.Vicente.5b.g.02,41.3.Vicente.5a.*.02,0.733302403923077,-0.5803678223846154,1.3136702263076925
"The girls made sandwiches, and I believe that the boys did too.","The girls made sandwiches, and I believe that the boys hot dogs.",LI-Adger,LI-Adger,1146,1.1837003186025643,Sprouse,41.3.Vicente.5b.g.03,41.3.Vicente.5a.*.03,0.8668580537692309,-0.3168422648333333,1.1837003186025643
"Mr. Snow brought a briefcase, and I guess that Mrs. Jones did too.","Mr. Snow brought a briefcase, and I guess that Mrs. Jones a laptop.",LI-Adger,LI-Adger,1147,1.2783151593846154,Sprouse,41.3.Vicente.5b.g.04,41.3.Vicente.5a.*.04,0.9660219639999998,-0.3122931953846154,1.2783151593846154
"Our friend has a car, and we know that his mother does too.","Our friend has a car, and we know that his mother an SUV.",LI-Adger,LI-Adger,1148,0.9417966577948718,Sprouse,41.3.Vicente.5b.g.05,41.3.Vicente.5a.*.05,0.6938856904615384,-0.2479109673333334,0.9417966577948718
"The maid broke a glass, and we suspect that the butler did too.","The maid broke a glass, and we suspect that the butler a saucer.",LI-Adger,LI-Adger,1149,1.2368799005961535,Sprouse,41.3.Vicente.5b.g.06,41.3.Vicente.5a.*.06,0.85373661775,-0.3831432828461538,1.2368799005961535
"Ellen ironed a shirt, and I suppose that Marion did too.","Ellen ironed a shirt, and I suppose that Marion a blouse.",LI-Adger,LI-Adger,1150,1.297126765397436,Sprouse,41.3.Vicente.5b.g.07,41.3.Vicente.5a.*.07,0.8157355242307692,-0.4813912411666666,1.297126765397436
"Ricardo likes soup, and he knows that Juan does too.","Ricardo likes soup, and he knows that Juan salad.",LI-Adger,LI-Adger,1151,1.9859279785833333,Sprouse,41.3.Vicente.5b.g.08,41.3.Vicente.5a.*.08,0.9160604116666669,-1.0698675669166666,1.9859279785833333
Mike read things quickly.,"Read things, Mike did quickly.",LI-Adger,LI-Adger,1152,1.8470481830320515,Sprouse,41.3.Vicente.8a.g.01,41.3.Vicente.8a.*.01,0.5433835816153846,-1.3036646014166668,1.8470481830320515
Katie examined things diligently.,"Examine things, Katie did diligently.",LI-Adger,LI-Adger,1153,1.5418486754294871,Sprouse,41.3.Vicente.8a.g.02,41.3.Vicente.8a.*.02,0.8694591985833333,-0.6723894768461538,1.5418486754294871
The thief stole things sneakily.,"Steal things, the thief did sneakily. ",LI-Adger,LI-Adger,1154,1.4114779117756409,Sprouse,41.3.Vicente.8a.g.03,41.3.Vicente.8a.*.03,0.5803962706923076,-0.8310816410833333,1.4114779117756409
The child cleaned the room reluctantly.,"Clean the room, the child did reluctantly.",LI-Adger,LI-Adger,1155,1.5728742690000002,Sprouse,41.3.Vicente.8a.g.04,41.3.Vicente.8a.*.04,0.8653690578461539,-0.7075052111538462,1.5728742690000002
The fat kid ate cookies voraciously.,"Eat cookies, the fat kid did voraciously.",LI-Adger,LI-Adger,1156,1.6500299402307694,Sprouse,41.3.Vicente.8a.g.05,41.3.Vicente.8a.*.05,1.0428328100000002,-0.6071971302307693,1.6500299402307694
The youngster jumped on things excitedly.,"Jump on things, the youngster did excitedly.",LI-Adger,LI-Adger,1157,1.4909414356923076,Sprouse,41.3.Vicente.8a.g.06,41.3.Vicente.8a.*.06,0.870066995076923,-0.6208744406153847,1.4909414356923076
The clown frightened people willingly.,"Frighten people, the clown did willingly.",LI-Adger,LI-Adger,1158,1.4372641138461542,Sprouse,41.3.Vicente.8a.g.07,41.3.Vicente.8a.*.07,0.4755926388461538,-0.9616714750000004,1.4372641138461542
The bully threatened students triumphantly.,"Threaten students, the bully did triumphantly.",LI-Adger,LI-Adger,1159,0.9085772014679488,Sprouse,41.3.Vicente.8a.g.08,41.3.Vicente.8a.*.08,0.1991491660833333,-0.7094280353846154,0.9085772014679488
Randy wanted to write a novel.,"Want to write, Randy did a novel.",LI-Adger,LI-Adger,1160,2.4491809256153845,Sprouse,41.3.Vicente.8d.g.01,41.3.Vicente.8d.*.01,1.101943958076923,-1.3472369675384614,2.4491809256153845
Sarah expected to receive a good grade.,"Expect to receive, Sarah did a good grade.",LI-Adger,LI-Adger,1161,2.3172324485384617,Sprouse,41.3.Vicente.8d.g.02,41.3.Vicente.8d.*.02,1.075100776,-1.2421316725384617,2.3172324485384617
Martin tried to solve the math problem.,"Try to solve, Martin did the math problem.",LI-Adger,LI-Adger,1162,2.550675041480769,Sprouse,41.3.Vicente.8d.g.03,41.3.Vicente.8d.*.03,1.245613564230769,-1.30506147725,2.550675041480769
Neal promised to wash the car.,"Promise to wash, Neal did the car.",LI-Adger,LI-Adger,1163,2.722286613102564,Sprouse,41.3.Vicente.8d.g.04,41.3.Vicente.8d.*.04,1.3288296833333333,-1.3934569297692307,2.722286613102564
Susan forgot to walk the dog.,"Forget to walk, Susan did the dog.",LI-Adger,LI-Adger,1164,2.800928035532051,Sprouse,41.3.Vicente.8d.g.05,41.3.Vicente.8d.*.05,1.1296279426153846,-1.6713000929166666,2.800928035532051
Lisa learned to repair computers.,"Learn to repair, Lisa did computers.",LI-Adger,LI-Adger,1165,2.289817639615384,Sprouse,41.3.Vicente.8d.g.06,41.3.Vicente.8d.*.06,1.043558275153846,-1.246259364461538,2.289817639615384
John hoped to attend college.,"Hope to attend, John did college.",LI-Adger,LI-Adger,1166,2.2017977422307693,Sprouse,41.3.Vicente.8d.g.07,41.3.Vicente.8d.*.07,1.031980304923077,-1.1698174373076924,2.2017977422307693
Tim managed to pass his exam.,"Manage to pass, Tim did his exam.",LI-Adger,LI-Adger,1167,2.510349705692308,Sprouse,41.3.Vicente.8d.g.08,41.3.Vicente.8d.*.08,1.213862406,-1.2964872996923076,2.510349705692308
Who did he give statues of to all the season-ticket holders?,What did he prove an account of false?,LI-Adger,LI-Adger,1168,0.4512070598671326,Sprouse,41.4.Bruening.9c.g.01,41.4.Bruening.9b.*.01,-0.1128272467692307,-0.5640343066363634,0.4512070598671326
Who did you send supporters of to trial?,Who do you consider supporters of beneath our notice?,LI-Adger,LI-Adger,1169,0.668741574923077,Sprouse,41.4.Bruening.9c.g.02,41.4.Bruening.9b.*.02,-0.4019311556153845,-1.0706727305384616,0.668741574923077
Who did they send a parent of to an unpleasant meeting?,Who did they find a parent of guilty?,LI-Adger,LI-Adger,1170,-0.2117951822307692,Sprouse,41.4.Bruening.9c.g.03,41.4.Bruening.9b.*.03,-1.0038613153846154,-0.7920661331538462,-0.2117951822307692
Who did the executives appoint a friend of to the board?,Who did the executives appoint a friend of chairman of the board?,LI-Adger,LI-Adger,1171,0.1969766873076923,Sprouse,41.4.Bruening.9c.g.04,41.4.Bruening.9b.*.04,-0.2247540538461538,-0.4217307411538461,0.1969766873076923
Who did the coach trade an enemy of to another team?,Who did the board deem children of unworthy to attend this school?,LI-Adger,LI-Adger,1172,-0.090056843076923,Sprouse,41.4.Bruening.9c.g.05,41.4.Bruening.9b.*.05,-1.1373902918461538,-1.0473334487692307,-0.090056843076923
Who did the principal assign children of to a different teacher?,Who did the citizens elect an enemy of mayor?,LI-Adger,LI-Adger,1173,-0.0070064038461539,Sprouse,41.4.Bruening.9c.g.06,41.4.Bruening.9b.*.06,-0.987460785076923,-0.9804543812307692,-0.0070064038461539
Who did the frat boys introduce a daughter of to their pledges?,Who did the frat boys imagine a daughter of  naked?,LI-Adger,LI-Adger,1174,0.2001636643076921,Sprouse,41.4.Bruening.9c.g.07,41.4.Bruening.9b.*.07,-0.9420953503076924,-1.1422590146153846,0.2001636643076921
